matrikelnummer,firstname,name,projects,negatives,skill,programing_skills
820,Firstname,Name,"['Projekt 2', 'Projekt 7', 'Projekt 59']","['Projekt 49', 'Projekt 39']",Schreiben,"{""C++"":""Experte"",""C#"":""Anfänger"",""Java"":""Fortgeschritten""}"
821,Firstname,Name,"['Projekt 13', 'Projekt 49', 'Projekt 12']","['Projekt 16', 'Projekt 57']",Programmieren,"{""C"":""Experte"",""C++"":""Experte"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Anfänger""}"
822,Firstname,Name,"['Projekt 9', 'Projekt 31', 'Projekt 8']","['Projekt 43', 'Projekt 24']",Schreiben,"{""C"":""Experte"",""C++"":""Anfänger"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Fortgeschritten""}"
823,Firstname,Name,"['Projekt 42', 'Projekt 9', 'Projekt 7']","['Projekt 45', 'Projekt 57']",Schreiben,"{""C++"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""JavaScript"":""Anfänger"",""PHP"":""Fortgeschritten""}"
824,Firstname,Name,"['Projekt 38', 'Projekt 30', 'Projekt 16']","['Projekt 49', 'Projekt 45']",Programmieren,"{""C++"":""Experte"",""Java"":""Experte"",""Python"":""Experte"",""PHP"":""Experte""}"
825,Firstname,Name,"['Projekt 58', 'Projekt 13', 'Projekt 4']","['Projekt 27', 'Projekt 41']",Schreiben,"{""C++"":""Fortgeschritten"",""C#"":""Experte"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
826,Firstname,Name,"['Projekt 48', 'Projekt 46', 'Projekt 21']","['Projekt 41', 'Projekt 35']",Schreiben,"{""C"":""Fortgeschritten"",""C#"":""Anfänger"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Experte""}"
827,Firstname,Name,"['Projekt 8', 'Projekt 50', 'Projekt 22']","['Projekt 26', 'Projekt 23']",Programmieren,"{""C"":""Anfänger"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Anfänger""}"
828,Firstname,Name,"['Projekt 34', 'Projekt 29', 'Projekt 47']","['Projekt 4', 'Projekt 49']",Schreiben,"{""C++"":""Anfänger"",""C#"":""Anfänger"",""Java"":""Experte"",""Python"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Fortgeschritten""}"
829,Firstname,Name,"['Projekt 22', 'Projekt 4', 'Projekt 45']","['Projekt 29', 'Projekt 58']",Schreiben,"{""C"":""Anfänger"",""C#"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Experte"",""Python"":""Experte"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
830,Firstname,Name,"['Projekt 38', 'Projekt 3', 'Projekt 0']","['Projekt 53', 'Projekt 47']",Schreiben,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
831,Firstname,Name,"['Projekt 30', 'Projekt 41', 'Projekt 0']","['Projekt 45', 'Projekt 4']",Schreiben,"{""C"":""Experte"",""C++"":""Anfänger"",""C#"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
832,Firstname,Name,"['Projekt 37', 'Projekt 53', 'Projekt 33']","['Projekt 48', 'Projekt 0']",Schreiben,"{""C"":""Anfänger"",""C++"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Experte"",""JavaScript"":""Anfänger""}"
833,Firstname,Name,"['Projekt 20', 'Projekt 30', 'Projekt 8']","['Projekt 54', 'Projekt 19']",Programmieren,"{""C++"":""Anfänger"",""C#"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
834,Firstname,Name,"['Projekt 21', 'Projekt 15', 'Projekt 0']","['Projekt 55', 'Projekt 43']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""C#"":""Anfänger"",""Java"":""Anfänger"",""HTML/CSS"":""Experte"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
835,Firstname,Name,"['Projekt 3', 'Projekt 27', 'Projekt 14']","['Projekt 10', 'Projekt 48']",Programmieren,"{""C"":""Experte"",""C++"":""Anfänger"",""C#"":""Experte"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Fortgeschritten""}"
836,Firstname,Name,"['Projekt 34', 'Projekt 14', 'Projekt 23']","['Projekt 27', 'Projekt 32']",Programmieren,"{""C"":""Anfänger"",""C++"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""PHP"":""Anfänger""}"
837,Firstname,Name,"['Projekt 39', 'Projekt 8', 'Projekt 15']","['Projekt 11', 'Projekt 41']",Programmieren,"{""C++"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Fortgeschritten""}"
838,Firstname,Name,"['Projekt 58', 'Projekt 26', 'Projekt 5']","['Projekt 42', 'Projekt 32']",Schreiben,"{""C"":""Anfänger"",""C++"":""Anfänger"",""C#"":""Experte"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Experte"",""JavaScript"":""Fortgeschritten""}"
839,Firstname,Name,"['Projekt 43', 'Projekt 5', 'Projekt 44']","['Projekt 25', 'Projekt 35']",Schreiben,"{""C++"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
840,Firstname,Name,"['Projekt 39', 'Projekt 26', 'Projekt 48']","['Projekt 15', 'Projekt 37']",Schreiben,"{""C++"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Experte"",""Python"":""Fortgeschritten"",""PHP"":""Experte""}"
841,Firstname,Name,"['Projekt 13', 'Projekt 5', 'Projekt 53']","['Projekt 38', 'Projekt 31']",Programmieren,"{""C"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
842,Firstname,Name,"['Projekt 32', 'Projekt 27', 'Projekt 9']","['Projekt 4', 'Projekt 39']",Schreiben,"{""C"":""Experte"",""C++"":""Experte"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
843,Firstname,Name,"['Projekt 20', 'Projekt 50', 'Projekt 0']","['Projekt 13', 'Projekt 2']",Schreiben,"{""C++"":""Anfänger"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""PHP"":""Experte""}"
844,Firstname,Name,"['Projekt 47', 'Projekt 30', 'Projekt 40']","['Projekt 12', 'Projekt 26']",Programmieren,"{""C"":""Experte"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten""}"
845,Firstname,Name,"['Projekt 50', 'Projekt 12', 'Projekt 39']","['Projekt 7', 'Projekt 5']",Programmieren,"{""C"":""Anfänger"",""C++"":""Fortgeschritten"",""C#"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Experte""}"
846,Firstname,Name,"['Projekt 57', 'Projekt 6', 'Projekt 37']","['Projekt 48', 'Projekt 22']",Programmieren,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""C#"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
847,Firstname,Name,"['Projekt 11', 'Projekt 14', 'Projekt 26']","['Projekt 58', 'Projekt 45']",Schreiben,"{""C"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Experte"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
848,Firstname,Name,"['Projekt 26', 'Projekt 24', 'Projekt 22']","['Projekt 0', 'Projekt 45']",Schreiben,"{""C#"":""Anfänger"",""Java"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
849,Firstname,Name,"['Projekt 26', 'Projekt 37', 'Projekt 50']","['Projekt 2', 'Projekt 51']",Schreiben,"{""C"":""Experte"",""C++"":""Experte"",""C#"":""Fortgeschritten"",""Java"":""Experte"",""Python"":""Experte"",""JavaScript"":""Anfänger""}"
850,Firstname,Name,"['Projekt 56', 'Projekt 19', 'Projekt 42']","['Projekt 50', 'Projekt 4']",Programmieren,"{""C"":""Fortgeschritten"",""C#"":""Anfänger"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""PHP"":""Fortgeschritten""}"
851,Firstname,Name,"['Projekt 5', 'Projekt 12', 'Projekt 45']","['Projekt 30', 'Projekt 41']",Schreiben,"{""C++"":""Anfänger"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
852,Firstname,Name,"['Projekt 30', 'Projekt 26', 'Projekt 20']","['Projekt 2', 'Projekt 16']",Schreiben,"{""C"":""Anfänger"",""C#"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger"",""PHP"":""Experte""}"
853,Firstname,Name,"['Projekt 58', 'Projekt 28', 'Projekt 1']","['Projekt 56', 'Projekt 42']",Schreiben,"{""C"":""Anfänger"",""Python"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten"",""PHP"":""Anfänger""}"
854,Firstname,Name,"['Projekt 10', 'Projekt 44', 'Projekt 7']","['Projekt 57', 'Projekt 58']",Programmieren,"{""C"":""Anfänger"",""C++"":""Fortgeschritten"",""C#"":""Experte"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten""}"
855,Firstname,Name,"['Projekt 35', 'Projekt 50', 'Projekt 45']","['Projekt 0', 'Projekt 53']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Anfänger"",""Java"":""Anfänger"",""HTML/CSS"":""Experte"",""Python"":""Experte""}"
856,Firstname,Name,"['Projekt 36', 'Projekt 50', 'Projekt 35']","['Projekt 25', 'Projekt 8']",Schreiben,"{""C"":""Anfänger"",""C++"":""Fortgeschritten"",""C#"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
857,Firstname,Name,"['Projekt 32', 'Projekt 50', 'Projekt 35']","['Projekt 17', 'Projekt 43']",Schreiben,"{""C++"":""Anfänger"",""C#"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
858,Firstname,Name,"['Projekt 5', 'Projekt 48', 'Projekt 6']","['Projekt 32', 'Projekt 4']",Schreiben,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten""}"
859,Firstname,Name,"['Projekt 46', 'Projekt 34', 'Projekt 28']","['Projekt 25', 'Projekt 13']",Programmieren,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Fortgeschritten"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
860,Firstname,Name,"['Projekt 22', 'Projekt 39', 'Projekt 33']","['Projekt 44', 'Projekt 27']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Experte"",""Python"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
861,Firstname,Name,"['Projekt 31', 'Projekt 9', 'Projekt 34']","['Projekt 26', 'Projekt 28']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Anfänger"",""C#"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
862,Firstname,Name,"['Projekt 24', 'Projekt 25', 'Projekt 3']","['Projekt 10', 'Projekt 27']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
863,Firstname,Name,"['Projekt 15', 'Projekt 10', 'Projekt 20']","['Projekt 55', 'Projekt 9']",Schreiben,"{""C"":""Anfänger"",""C++"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""PHP"":""Experte""}"
864,Firstname,Name,"['Projekt 1', 'Projekt 11', 'Projekt 0']","['Projekt 4', 'Projekt 26']",Programmieren,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""Python"":""Fortgeschritten"",""JavaScript"":""Anfänger"",""PHP"":""Fortgeschritten""}"
865,Firstname,Name,"['Projekt 10', 'Projekt 28', 'Projekt 25']","['Projekt 35', 'Projekt 52']",Schreiben,"{""C"":""Fortgeschritten"",""C#"":""Experte"",""Java"":""Experte"",""HTML/CSS"":""Experte"",""Python"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Anfänger""}"
866,Firstname,Name,"['Projekt 40', 'Projekt 8', 'Projekt 32']","['Projekt 3', 'Projekt 12']",Schreiben,"{""C"":""Anfänger"",""C++"":""Experte"",""C#"":""Experte"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten""}"
867,Firstname,Name,"['Projekt 53', 'Projekt 17', 'Projekt 14']","['Projekt 11', 'Projekt 23']",Programmieren,"{""C"":""Anfänger"",""C++"":""Experte"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Anfänger""}"
868,Firstname,Name,"['Projekt 46', 'Projekt 18', 'Projekt 19']","['Projekt 58', 'Projekt 15']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten"",""PHP"":""Anfänger""}"
869,Firstname,Name,"['Projekt 26', 'Projekt 57', 'Projekt 50']","['Projekt 35', 'Projekt 4']",Programmieren,"{""Java"":""Experte"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
870,Firstname,Name,"['Projekt 29', 'Projekt 47', 'Projekt 53']","['Projekt 27', 'Projekt 21']",Schreiben,"{""C"":""Anfänger"",""C++"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Fortgeschritten""}"
871,Firstname,Name,"['Projekt 23', 'Projekt 4', 'Projekt 53']","['Projekt 56', 'Projekt 47']",Schreiben,"{""C"":""Anfänger"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""PHP"":""Anfänger""}"
872,Firstname,Name,"['Projekt 50', 'Projekt 19', 'Projekt 4']","['Projekt 0', 'Projekt 23']",Schreiben,"{""C"":""Experte"",""C#"":""Experte"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""PHP"":""Anfänger""}"
873,Firstname,Name,"['Projekt 55', 'Projekt 24', 'Projekt 43']","['Projekt 50', 'Projekt 51']",Schreiben,"{""C"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Fortgeschritten""}"
874,Firstname,Name,"['Projekt 47', 'Projekt 42', 'Projekt 17']","['Projekt 12', 'Projekt 26']",Programmieren,"{""C"":""Experte"",""C++"":""Experte"",""C#"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
875,Firstname,Name,"['Projekt 53', 'Projekt 45', 'Projekt 32']","['Projekt 17', 'Projekt 55']",Schreiben,"{""C"":""Anfänger"",""C++"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Fortgeschritten""}"
876,Firstname,Name,"['Projekt 18', 'Projekt 50', 'Projekt 48']","['Projekt 42', 'Projekt 36']",Programmieren,"{""C"":""Experte"",""C++"":""Anfänger"",""HTML/CSS"":""Experte"",""Python"":""Anfänger"",""PHP"":""Fortgeschritten""}"
877,Firstname,Name,"['Projekt 17', 'Projekt 20', 'Projekt 46']","['Projekt 21', 'Projekt 49']",Programmieren,"{""C"":""Anfänger"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""PHP"":""Anfänger""}"
878,Firstname,Name,"['Projekt 47', 'Projekt 57', 'Projekt 22']","['Projekt 18', 'Projekt 53']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Experte""}"
879,Firstname,Name,"['Projekt 56', 'Projekt 0', 'Projekt 27']","['Projekt 47', 'Projekt 49']",Schreiben,"{""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
880,Firstname,Name,"['Projekt 1', 'Projekt 25', 'Projekt 42']","['Projekt 56', 'Projekt 43']",Programmieren,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""C#"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""PHP"":""Experte""}"
881,Firstname,Name,"['Projekt 57', 'Projekt 55', 'Projekt 14']","['Projekt 22', 'Projekt 25']",Schreiben,"{""C"":""Experte"",""C#"":""Anfänger"",""Java"":""Anfänger"",""Python"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
882,Firstname,Name,"['Projekt 40', 'Projekt 32', 'Projekt 23']","['Projekt 56', 'Projekt 47']",Programmieren,"{""C"":""Experte"",""C++"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""JavaScript"":""Anfänger"",""PHP"":""Fortgeschritten""}"
883,Firstname,Name,"['Projekt 30', 'Projekt 56', 'Projekt 0']","['Projekt 8', 'Projekt 43']",Schreiben,"{""C"":""Experte"",""C#"":""Anfänger"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""PHP"":""Experte""}"
884,Firstname,Name,"['Projekt 31', 'Projekt 50', 'Projekt 1']","['Projekt 46', 'Projekt 6']",Programmieren,"{""C"":""Anfänger"",""C++"":""Experte"",""C#"":""Experte"",""Java"":""Experte"",""PHP"":""Anfänger""}"
885,Firstname,Name,"['Projekt 36', 'Projekt 1', 'Projekt 12']","['Projekt 9', 'Projekt 5']",Programmieren,"{""C"":""Anfänger"",""C++"":""Experte"",""C#"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Experte"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Fortgeschritten""}"
886,Firstname,Name,"['Projekt 30', 'Projekt 42', 'Projekt 36']","['Projekt 47', 'Projekt 50']",Schreiben,"{""C#"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""Python"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten""}"
887,Firstname,Name,"['Projekt 54', 'Projekt 47', 'Projekt 9']","['Projekt 15', 'Projekt 5']",Programmieren,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""C#"":""Experte"",""Java"":""Anfänger"",""Python"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Fortgeschritten""}"
888,Firstname,Name,"['Projekt 27', 'Projekt 45', 'Projekt 22']","['Projekt 12', 'Projekt 25']",Schreiben,"{""C++"":""Anfänger"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
889,Firstname,Name,"['Projekt 25', 'Projekt 57', 'Projekt 20']","['Projekt 45', 'Projekt 31']",Schreiben,"{""C"":""Experte"",""C++"":""Experte"",""HTML/CSS"":""Experte"",""Python"":""Experte"",""JavaScript"":""Experte""}"
890,Firstname,Name,"['Projekt 1', 'Projekt 50', 'Projekt 37']","['Projekt 25', 'Projekt 58']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Fortgeschritten"",""C#"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Experte"",""Python"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
891,Firstname,Name,"['Projekt 37', 'Projekt 30', 'Projekt 11']","['Projekt 13', 'Projekt 26']",Schreiben,"{""C++"":""Anfänger"",""C#"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger"",""PHP"":""Experte""}"
892,Firstname,Name,"['Projekt 53', 'Projekt 55', 'Projekt 14']","['Projekt 29', 'Projekt 45']",Schreiben,"{""C"":""Anfänger"",""C#"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Experte"",""Python"":""Anfänger"",""JavaScript"":""Anfänger""}"
893,Firstname,Name,"['Projekt 53', 'Projekt 52', 'Projekt 8']","['Projekt 51', 'Projekt 25']",Schreiben,"{""C"":""Experte"",""C++"":""Experte"",""Java"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Fortgeschritten""}"
894,Firstname,Name,"['Projekt 32', 'Projekt 42', 'Projekt 26']","['Projekt 56', 'Projekt 49']",Schreiben,"{""C"":""Anfänger"",""C++"":""Anfänger"",""C#"":""Experte"",""Java"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
895,Firstname,Name,"['Projekt 11', 'Projekt 1', 'Projekt 6']","['Projekt 7', 'Projekt 50']",Schreiben,"{""C++"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
896,Firstname,Name,"['Projekt 44', 'Projekt 10', 'Projekt 7']","['Projekt 45', 'Projekt 12']",Schreiben,"{""C++"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Fortgeschritten""}"
897,Firstname,Name,"['Projekt 0', 'Projekt 2', 'Projekt 46']","['Projekt 30', 'Projekt 13']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""C#"":""Experte"",""HTML/CSS"":""Experte"",""JavaScript"":""Fortgeschritten""}"
898,Firstname,Name,"['Projekt 28', 'Projekt 15', 'Projekt 3']","['Projekt 36', 'Projekt 9']",Schreiben,"{""C"":""Anfänger"",""C++"":""Fortgeschritten"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Experte"",""JavaScript"":""Experte""}"
899,Firstname,Name,"['Projekt 25', 'Projekt 4', 'Projekt 59']","['Projekt 27', 'Projekt 33']",Schreiben,"{""C"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger"",""JavaScript"":""Experte""}"
900,Firstname,Name,"['Projekt 28', 'Projekt 24', 'Projekt 1']","['Projekt 16', 'Projekt 54']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Fortgeschritten""}"
901,Firstname,Name,"['Projekt 41', 'Projekt 40', 'Projekt 2']","['Projekt 24', 'Projekt 10']",Schreiben,"{""C"":""Experte"",""C#"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
